"","event_name","primary_act_name","secondary_act_name","major_cat_name","minor_cat_name","la_event_type_cat","event_disp_name","ticket_text","tickets_purchased_qty","trans_face_val_amt","delivery_type_cd","event_dt","event_time","presale_dt","onsale_dt","ord_create_dt","ord_create_time","sales_ord_tran_dt","print_dt","timezn_nm","venue_city_state","venue_postal_cd_sgmt_1","sales_platform_cd","print_flg","la_valid_tkt_event_flg","fin_mkt_nm"
"2815","Matchbox Twenty: Premier Parking","Blossom Amphitheatre Premier Parking","NULL","MISC","PARKING","PARKING","Matchbox Twenty: Premier Parking","* *THIS IS NOT A TICKET* *     MATCHBOX TWENTY           PREMIER PARKING         BLOSSOM MUSIC CENTER     * * *RECEIPT ONLY* * *   THU AUG 22 2013 7:00 PM  ",1,20,"Mail",2013-08-22,"23:00:00",NA,2013-06-18,2013-07-23,"16:11:03",2013-07-23,2013-07-24,"CST","CUYAHOGA FALLS, OHIO","44223","www.concerts.livenation.com","T ","N ","Cleveland"
"2816","Premier Parking : red, white & boom 11","Verizon Wireless Amphitheater KC. Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking : red, white & boom 11","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%PREMIER PARKING PASS%VERIZON WIRELESS AMP-KC%SAT JUL 1 2006 2:30PM",1,20,"Mail",2006-07-01,"19:30:00",NA,2006-05-12,2006-05-29,"00:00:00",2006-05-29,2006-06-02,"CST","BONNER SPRINGS, KANSAS","66012","NULL","T ","N ","Kansas City"
"2817","Premier Parking: Brooks & dunn/zz top","Verizon Wireless Amph. Charlotte Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Brooks & dunn/zz top","THIS TICKET IS VALID FOR%PREMIER PARKING%BROOKS & DUNN/ZZ TOP%VERIZON WIRELESS AMPH CHA%HWY 29 TO PAVILION BLVD%FRI SEP 5 2008 7:00PM",1,20,"TicketFast",2008-09-05,"23:00:00",NA,2008-06-28,2008-08-08,"00:00:00",2008-08-07,2008-08-07,"EST","CHARLOTTE, NORTH CAROLINA","28262","NULL","T ","N ","Charlotte"
"2818","First Midwest Bank Amphitheatre Premier Parking - def leppard/journey","Hollywood Casino Amphitheatre Chicago VIP Parking","NULL","MISC","PARKING","PARKING","First Midwest Bank Amphitheatre Premier Parking - def leppard/journey","** PARKING ONLY **%DEF LEPPARD * JOURNEY%THIS TICKET VALID ONLY FOR%PREMIER PARKING%FIRST MIDWEST BANK AMP%WED JUL 19 2006 7:30PM",1,20,"Mail",2006-07-20,"00:30:00",NA,2006-04-08,2006-04-08,"00:00:00",2006-04-08,2006-04-12,"CST","TINLEY PARK, ILLINOIS","60477","NULL","T ","N ","Chicago"
"2819","HOUSE OF BLUES PASS THE LINE","HOUSE OF BLUES PASS THE LINE","NULL","MISC","SPECIAL ENTRY (UPSELL)","UPSELL","HOUSE OF BLUES PASS THE LINE","  PASS THE LINE VOUCHER          GRACE POTTER                 * * *           HOUSE OF BLUES FRENCH QTR           * * *            FRI MAY 04 2012 8:00 PM  ",2,40,"TicketFast",2012-05-05,"01:00:00",NA,2012-02-10,2012-02-10,"16:15:15",2012-02-10,2012-02-11,"CST","NEW ORLEANS, LOUISIANA","70130","NULL","T ","N ","New Orleans"
"2820","Sasquatch Camping Event","Gorge Camping","NULL","MISC","CAMPING","INVALID","Sasquatch Camping Event","CAMPING UPGRADE%OVERNIGHT CAMPING%* FESTIVAL PASS *%GORGE CAMPGROUND%* GOOD THESE DATES ONLY *%FRI-TUE 5/28-6/1/10",1,99,"Mail",2010-05-31,"19:00:00",NA,2009-11-07,2010-02-20,"00:00:00",2010-02-19,2010-02-26,"PST","GEORGE, WASHINGTON","98848","NULL","T ","N ","Seattle"
"2821","Cricket Pavilion Premier Parking: Anger Management Tour 3","Cricket Pavilion Phx. Premier Parking","NULL","MISC","PARKING","PARKING","Cricket Pavilion Premier Parking: Anger Management Tour 3","GOOD FOR PARKING ONLY%PREMIER PARKING PASS%ENTER OFF 79TH AVENUE%CRICKET PAVILION%GOOD THIS DATE ONLY%TUE JUL 26 2005 7:30 PM",1,20,"TicketFast",2005-07-27,"01:30:00",NA,2005-04-23,2005-07-24,"00:00:00",2005-07-24,2005-07-24,"MST","PHOENIX, ARIZONA","85035","NULL","T ","N ","Arizona"
"2822","Premier Parking: Bob Dylan","Saratoga Performing Arts Ctr. Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Bob Dylan","   THIS TICKET IS VALID    FOR PREMIER PARKING ONLY    LOTS OPEN AT 3:30PM       BOB DYLAN & HIS BAND   SARATOGA PERF ARTS CENTER   SUN JUL 21 2013 5:30PM  ",1,21,"UPS",2013-07-21,"21:30:00",NA,2013-05-03,2013-04-30,"14:08:19",2013-04-30,2013-05-01,"EST","SARATOGA SPRINGS, NEW YORK","12866","www.concerts.livenation.com","T ","N ","New York"
"2823","Premier Parking: Ozzfest","Glen Helen L.A. Premier Parking","Ozzfest","MISC","PARKING","PARKING","Premier Parking: Ozzfest","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%PREMIER PARKING PASS%HYUNDAI PAVILION%SAT AUG 20, 2005 GATE@9AM",1,20,"Mail",2005-08-20,"16:00:00",NA,2005-05-14,2005-05-14,"00:00:00",2005-05-14,2005-05-24,"PST","SAN BERNARDINO, CALIFORNIA","92407","NULL","T ","N ","Los Angeles"
"2824","Beyonce: The formation world tour","Beyoncé","NULL","CONCERTS","R & B","CONCERTS","Beyonce: The formation world tour","   LIVE NATION PRESENTS            BEYONCE           THE FORMATION WORLD TOUR   CARTER FINLEY STADIUM         RAIN OR SHINE          TUE MAY 3 2016 6:00PM  ",2,140,"eTicket",2016-05-03,"22:00:00",2016-02-15,2016-02-22,2016-02-19,"15:12:59",2016-02-19,NA,"EST","RALEIGH, NORTH CAROLINA","27607","www.ticketmaster.com","F ","Y ","Raleigh"
"2825","Oddball Comedy Fest: Starring Aziz Ansari W/special Guest Amy Schumer","Oddball Comedy & Curiosity Festival","Aziz Ansari","CONCERTS","COMEDY","ARTS","Oddball Comedy Fest: Starring Aziz Ansari W/special Guest Amy Schumer","      FUNNY OR DIE'S       ODDBALL COMEDY FESTIVAL     LIVE NATION PRESENTS    DTE ENERGY MUSIC THEATRE     **RAIN OR SHINE**     SUN AUG 30 2015 DRS 5:00PM",1,25.75,"eTicket",2015-08-30,"21:15:00",2015-07-08,2015-07-10,2015-07-15,"15:23:44",2015-07-15,2015-07-15,"EST","CLARKSTON, MICHIGAN","48348","www.ticketmaster.com","T ","Y ","Michigan"
"2826","Dodge Theatre Adams Street Parking-dream Theatre","Parking Event","NULL","MISC","PARKING","PARKING","Dodge Theatre Adams Street Parking-dream Theatre","ADAMS STREET GARAGE%PARKING FOR 3/6/06 ONLY%DODGE THEATRE PARKING PASS%ENTRANCE ON ADAMS STREET%DREAM THEATER%GARAGE OPENS AT 6:00 PM",1,5,"TicketFast",2006-03-07,"03:00:00",NA,2006-01-28,2006-03-01,"00:00:00",2006-03-01,2006-03-01,"MST","PHOENIX, ARIZONA","85003","NULL","T ","N ","Arizona"
"2827","Gexa Energy Pavilion Vip Parking: Jack's Throwback","Hertz Vip Parking","NULL","MISC","PARKING","PARKING","Gexa Energy Pavilion Vip Parking: Jack's Throwback","   THIS TICKET IS VALID        FOR PARKING ONLY      GOOD FOR THIS DATE ONLY       VIP PARKING PASS        GEXA ENERGY PAVILION    SAT JUN 30 2012 6:00 PM  ",1,20,"TicketFast",2012-06-30,"23:00:00",NA,2012-04-20,2012-06-05,"20:46:59",2012-06-05,2012-06-05,"CST","DALLAS, TEXAS","75210","NULL","T ","N ","Dallas"
"2828","Premier Parking: Black Crowes","Midflorida Amphitheatre Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Black Crowes","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY!%JULY 7, 2006%BLACK CROWES%FORD AMPHITHEATRE%*** USE MLK ENTRANCE ***",1,20,"TicketFast",2006-07-07,"23:00:00",NA,2006-05-19,2006-05-22,"00:00:00",2006-05-22,2006-05-22,"EST","TAMPA, FLORIDA","33610","NULL","T ","N ","Tampa"
"2829","Premier Parking: Dave Matthews Band","Starwood Amphitheatre Nash. Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Dave Matthews Band","THIS TICKET IS VALID FOR%PREMIER PARKING ONLY%LOT #5 (7/20/2005)%DAVE MATTHEWS BAND%STARWOOD AMPHITHEATRE%WED JUL 20 2005 7:00PM",1,20,"UPS",2005-07-21,"00:00:00",NA,2005-04-02,2005-06-13,"00:00:00",2005-06-13,2005-06-14,"CST","NASHVILLE, TENNESSEE","37013","NULL","T ","N ","Nashville"
"2830","Chevrolet Theatre Premier Parking","Chevrolet Theatre Premier Parking","NULL","MISC","PARKING","PARKING","Chevrolet Theatre Premier Parking","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%DIANA KRALL%CHEVROLET THEATRE%THU JUL 12 2007 7:30PM",1,10,"TicketFast",2007-07-12,"23:30:00",NA,2007-05-07,2007-07-03,"00:00:00",2007-07-03,2007-07-03,"EST","WALLINGFORD, CONNECTICUT","06492","NULL","T ","N ","Boston"
"2831","Kid Rock's First Kiss: Cheap Date Tour W/ Special Guest Foreigner","Kid Rock","Foreigner","CONCERTS","ROCK/POP","CONCERTS","Kid Rock's First Kiss: Cheap Date Tour W/ Special Guest Foreigner","    CHEVROLET PRESENTS             KID ROCK             **RAIN OR SHINE**       FIRST KISS CHEAP DATE    DTE ENERGY MUSIC THEATRE  FRI AUG 21 2015 6:45 PM  ",4,80,"eTicket",2015-08-21,"22:45:00",2015-05-01,2015-05-01,2015-05-02,"14:04:30",2015-05-02,2015-08-21,"EST","CLARKSTON, MICHIGAN","48348","www.ticketmaster.com","T ","Y ","Michigan"
"2832","AC/DC","AC/DC","NULL","CONCERTS","HEAVY METAL","CONCERTS","AC/DC","   LIVE NATION PRESENTS             AC/DC                  WWW.ACDC.COM         INVESTORS GROUP FIELD    DOORS:5:00PM SHOW 7:00PM   THU SEPTEMBER 17 2015   ",1,125,"TicketFast",2015-09-18,"00:00:00",NA,2015-04-10,2015-04-10,"15:19:41",2015-04-10,NA,"PST","WINNIPEG, MANITOBA","R3T","mobile.ticketmaster.ca","F ","Y ","Winnipeg"
"2833","Soul Asylum With Meat Puppets","Soul Asylum","Meat Puppets","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Soul Asylum With Meat Puppets"," HOUSE OF BLUES PRESENTS         SOUL ASYLUM             W/ MEAT PUPPETS        HOUSE OF BLUES ANAHEIM  1530 DISNYLND DR/ALL AGES TUE JUL 21 2015 DRS 7:00PM",2,45,"eTicket",2015-07-22,"02:00:00",2015-04-16,2015-04-17,2015-04-21,"04:23:04",2015-04-20,2015-04-20,"PST","ANAHEIM, CALIFORNIA","92802","www.concerts.livenation.com","T ","Y ","Los Angeles"
"2834","Premier Parking: Zac Brown Band - this is not a concert ticket","Hertz Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Zac Brown Band - this is not a concert ticket","THIS VOUCHER IS VALID FOR       ZAC BROWN BAND         PREMIER PARKING ONLY   VERIZON WIRELESS AMPH CHA USE HWY 29 TO PAVILION BLV  THU OCT 25 2012 7:00PM  ",1,20,"Mail",2012-10-25,"23:00:00",NA,2012-07-11,2012-07-13,"14:13:27",2012-07-13,2012-07-16,"EST","CHARLOTTE, NORTH CAROLINA","28262","NULL","T ","N ","Charlotte"
"2835","Cricket Wireless Vip Parking: Zac Brown Band","Parking Event","NULL","MISC","PARKING","PARKING","Cricket Wireless Vip Parking: Zac Brown Band","WEST VIP PARKING LOT ONLY%ZAC BROWN BAND%WEST VIP PARKING LOT ONLY%CRICKET WIRELESS AMP%GOOD THIS DATE ONLY%SUN MAY 15 2011",1,20,"Mail",2011-05-16,"02:00:00",NA,2011-04-09,2011-04-12,"00:00:00",2011-04-12,2011-04-15,"PST","CHULA VISTA, CALIFORNIA","91911","NULL","T ","N ","San Diego"
"2836","James Taylor: Nikon Jones Beach Theater Premier Parking","Nikon At Jones Beach Theater Premier Parking","NULL","MISC","PARKING","PARKING","James Taylor: Nikon Jones Beach Theater Premier Parking","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%NIKON AT%JONES BEACH THEATER%SAT JUN 21, 2008 8:00PM",1,15,"Mail",2008-06-22,"00:00:00",2008-02-29,2008-03-03,2008-03-03,"00:00:00",2008-03-02,2008-03-07,"EST","WANTAGH, NEW YORK","11793","NULL","T ","N ","New York"
"2837","Tim Mcgraw : san manuel amphitheatre vip parking","Glen Helen L.A. Premier Parking","Tim McGraw","MISC","PARKING","PARKING","Tim Mcgraw : san manuel amphitheatre vip parking","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%PREMIER PARKING PASS%SAN MANUEL AMPHITHEATER%SAT JUNE 4 2011 7PM",1,20,"TicketFast",2011-06-05,"02:00:00",NA,2011-02-17,2011-02-17,"00:00:00",2011-02-17,2011-02-17,"PST","SAN BERNARDINO, CALIFORNIA","92407","NULL","T ","N ","Los Angeles"
"2838","Aerosmith-pnc Bank Arts Center Holmdel Premier Parking","PNC Bank Arts Center Holmdel Premier Parking","NULL","MISC","PARKING","PARKING","Aerosmith-pnc Bank Arts Center Holmdel Premier Parking","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%PREMIER PARKING PASS%PNC BANK ARTS CENTER%THU SEP 14, 2006 7:30PM",1,30,"TicketFast",2006-09-14,"23:30:00",2006-06-20,2006-06-26,2006-06-20,"00:00:00",2006-06-20,2006-06-21,"EST","HOLMDEL, NEW JERSEY","07733","NULL","T ","N ","New York"
"2839","John Fogerty: 1969","John Fogerty","NULL","CONCERTS","ROCK/POP","CONCERTS","John Fogerty: 1969","  OLDNATIONALCENTRE.COM          JOHN FOGERTY          WWW.JOHNFOGERTY.COM          MURAT THEATRE         AT OLD NATIONAL CENTRE   SUN JUL 05 2015 8:00 PM  ",1,12.5,"eTicket",2015-07-06,"00:00:00",2015-03-18,2015-03-20,2015-07-02,"15:33:37",2015-07-02,2015-07-05,"CST","INDIANAPOLIS, INDIANA","46204","mobile.livenation.us","T ","Y ","Indiana-Ohio"
"2840","Aaron Tveit","Aaron Tveit","NULL","CONCERTS","OTHER","CONCERTS","Aaron Tveit","   WWW.IRVINGPLAZA.COM           AARON TVEIT                                         IRVING PLAZA        17 IRVING PL @ E 15TH ST SAT JUN 11 2016 DRS 700PM ",3,73.5,"TicketFast",2016-06-11,"23:00:00",2016-01-28,2016-02-01,2016-01-28,"19:12:23",2016-01-28,2016-01-28,"EST","NEW YORK, NEW YORK","10003","www.concerts.livenation.com","T ","Y ","New York"
"2841","James Taylor: Nikon Jones Beach Theater Premier Parking","Nikon At Jones Beach Theater Premier Parking","NULL","MISC","PARKING","PARKING","James Taylor: Nikon Jones Beach Theater Premier Parking","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%NIKON AT%JONES BEACH THEATER%SAT JUN 21, 2008 8:00PM",1,15,"Mail",2008-06-22,"00:00:00",2008-02-29,2008-03-03,2008-03-02,"00:00:00",2008-03-02,2008-03-07,"EST","WANTAGH, NEW YORK","11793","NULL","T ","N ","New York"
"2842","Dropkick Murphys","Dropkick Murphys","Tiger Army","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Dropkick Murphys","   LIVE NATION PRESENTS        DROPKICK MURPHYS      20 YEAR ANNIVERSARY TOUR      ARAGON BALLROOM      1106 W LAWRENCE - CHICAGO  FRI FEB 19 2016 7:30 PM  ",2,59,"eTicket",2016-02-20,"01:30:00",2015-11-25,2015-11-27,2016-01-14,"23:05:37",2016-01-14,2016-01-15,"CST","CHICAGO, ILLINOIS","60640","www.ticketmaster.com","T ","Y ","Chicago"
"2843","Selena Gomez","Selena Gomez","DNCE","CONCERTS","ROCK/POP","CONCERTS","Selena Gomez","     THE REVIVAL TOUR            SELENA GOMEZ          WWW.SELENAGOMEZ.COM    TALKINGSTICK RESORT ARENA                            TUE JUL 05 2016 7:30 PM  ",1,76.5,"eTicket",2016-07-06,"02:30:00",2015-10-13,2015-10-17,2015-10-14,"20:34:17",2015-10-14,2015-10-14,"MST","PHOENIX, ARIZONA","85004","www.ticketmaster.com","T ","Y ","Arizona"
"2844","Cricket Pavilion Premier Parking: Alan Jackson","Cricket Pavilion Phx. Premier Parking","NULL","MISC","PARKING","PARKING","Cricket Pavilion Premier Parking: Alan Jackson","GOOD FOR PARKING ONLY%PREMIER PARKING PASS%ENTER OFF 79TH AVENUE%CRICKET PAVILION%GOOD THIS DATE ONLY%SUN MAY 15 7:30 PM",1,20,"TicketFast",2005-05-16,"01:30:00",NA,2005-03-12,2005-05-09,"00:00:00",2005-05-09,2005-05-14,"MST","PHOENIX, ARIZONA","85035","NULL","T ","N ","Arizona"
"2845","Earl Sweatshirt: Not Redy 2 leave tour","Earl Sweatshirt","Vince Staples","CONCERTS","RAP/URBAN","CONCERTS","Earl Sweatshirt: Not Redy 2 leave tour","     WWW.BOGARTS.COM           EARL SWEATSHIRT                                         BOGART'S           2621 VINE ST./ALL AGES   FRI APR 3 2015 DOORS 7PM ",1,24.25,"TicketFast",2015-04-03,"23:00:00",NA,2015-02-24,2015-04-03,"16:20:36",2015-04-03,2015-04-03,"EST","CINCINNATI, OHIO","45219","iphone.ticketmaster.us","T ","Y ","Cincinnati-KY"
"2846","Legacy Club And Parking Upgrade:may Day","Vip Upgrade","NULL","MISC","CONCESSION VOUCHERS (UPSELL)","PARKING","Legacy Club And Parking Upgrade:may Day","  LEGACY CLUB & PARKING    ADMITS 2 TO LEGACY CLUB   ADMITS 1 LEGACY PARKING     KLIPSCH MUSIC CENTER      GOOD THIS DATE ONLY     SAT MAY 11 2013 3:00 PM  ",1,45,"TicketFast",2013-05-11,"19:00:00",NA,2013-02-27,2013-04-24,"19:10:32",2013-04-24,2013-05-03,"CST","NOBLESVILLE, INDIANA","46060","www.concerts.livenation.com","T ","N ","Indiana-Ohio"
"2847","Adele","Adele","NULL","CONCERTS","ROCK/POP","CONCERTS","Adele","                                    ADELE                 WWW.ADELE.COM              ORACLE ARENA              OAKLAND, CA           TUE AUG 2 2016 7:30PM  ",2,299,"TicketFast",2016-08-03,"02:30:00",2015-12-16,2015-12-17,2015-12-17,"18:06:49",2015-12-17,2016-02-12,"PST","OAKLAND, CALIFORNIA","94621","iphone.ticketmaster.us","T ","Y ","N. California"
"2848","Disturbed & breaking benjamin with alter bridge & saint asonia","Disturbed","Breaking Benjamin","CONCERTS","HEAVY METAL","CONCERTS","Disturbed & breaking benjamin with alter bridge & saint asonia","   LIVE NATION PRESENTS           DISTURBED                     &                 BREAKING BENJAMIN      HOLLYWOOD CASINO AMP STL  SUN JUL 17 2016 6:30 PM  ",2,45.9,"eTicket",2016-07-17,"23:30:00",2016-02-25,2016-02-26,2016-02-26,"16:07:36",2016-02-26,NA,"CST","MARYLAND HEIGHTS, MISSOURI","63043","www.concerts.livenation.com","F ","Y ","St. Louis"
"2849","Premier Parking: Aerosmith","Verizon Wireless Amph. Charlotte Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Aerosmith","THIS TICKET IS VALID FOR%PREMIER PARKING%AEROSMITH%VERIZON WIRELESS AMPH CHA%HWY 29 TO PAVILION BLVD%THU SEP 21 2006 7:30PM",1,20,"TicketFast",2006-09-21,"23:30:00",NA,2006-08-12,2006-09-20,"00:00:00",2006-09-20,2006-09-20,"EST","CHARLOTTE, NORTH CAROLINA","28262","NULL","T ","N ","Charlotte"
"2850","Vip Parking: John Mayer","Gexa Energy Pavilion VIP Parking","NULL","MISC","PARKING","PARKING","Vip Parking: John Mayer","NOT A CONCERT TICKET%VIP PARKING ONLY%* * *%JOHN MAYER%SUPERPAGES.COM CENTER%SAT SEP 04 2010 7:30PM",1,30,"Mail",2010-09-05,"00:30:00",NA,2010-06-05,2010-06-05,"00:00:00",2010-06-05,2010-06-09,"CST","DALLAS, TEXAS","75210","NULL","T ","N ","Dallas"
"2851","Fiddler's Green Amph Parking: Locura Fest","Comfort Dental Amph Vip Parking","NULL","MISC","PARKING","PARKING","Fiddler's Green Amph Parking: Locura Fest","  VIP PARKING PASS ONLY      LOCURA-NO SHOW ENTRY     NW CORNER CALEY AVE &      GREENWOOD PLZA BLVD       VAILD THIS DATE ONLY    MON SEP 02 2013 2:00 PM  ",1,20,"Mail",2013-09-02,"20:00:00",NA,2013-07-13,2013-08-03,"07:19:23",2013-08-02,2013-08-06,"MST","ENGLEWOOD, COLORADO","80111","www.concerts.livenation.com","T ","N ","Colorado"
"2852","Luke Bryan: Kick The Dust Up Tour 2015","Luke Bryan","Randy Houser","CONCERTS","COUNTRY","CONCERTS","Luke Bryan: Kick The Dust Up Tour 2015","KICK THE DUST UP TOUR 2015        LUKE BRYAN              LUKEBRYAN.COM       RANDY HOUSER/DUSTIN LYNCH    KLIPSCH MUSIC CENTER    FRI JUL 24 2015 7:00 PM  ",2,53,"eTicket",2015-07-24,"23:00:00",2015-04-08,2015-04-10,2015-05-23,"16:40:34",2015-05-23,2015-07-24,"CST","NOBLESVILLE, INDIANA","46060","www.concerts.livenation.com","T ","Y ","Indiana-Ohio"
"2853","Klipsch Music Ctr. Ind. Premier Parking","Klipsch Music Ctr. Ind. Premier Parking","NULL","MISC","PARKING","PARKING","Klipsch Music Ctr. Ind. Premier Parking","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%KENNY CHESNEY%VERIZON WIRELESS MUSIC CTR%THU JUL 12 2007 7:00PM",1,20,"TicketFast",2007-07-12,"23:00:00",NA,2007-04-20,2007-04-20,"00:00:00",2007-04-20,2007-04-20,"CST","NOBLESVILLE, INDIANA","46060","NULL","T ","N ","Indiana-Ohio"
"2854","Premier Parking: Journey","Parking Event","NULL","MISC","PARKING","PARKING","Premier Parking: Journey","DISPLAY TO PARK ATTENDANT%PREMIER%FRONT GATE PARKING%GOOD FOR THIS DATE ONLY%TWC MUSIC PAVILION%SUN AUG 10 2008 7:00PM",1,20,"TicketFast",2008-08-10,"23:00:00",NA,2008-04-12,2008-06-12,"00:00:00",2008-06-12,1900-01-01,"EST","RALEIGH, NORTH CAROLINA","27610","NULL","F ","N ","Raleigh"
"2855","Verizon Wireless Premier Parking:jimmy Buffett & the coral reefer band","Verizon Wireless Amph. Irvine Premier Parking","Jimmy Buffett","MISC","PARKING","PARKING","Verizon Wireless Premier Parking:jimmy Buffett & the coral reefer band","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%PREMIER PARKING PASS%VERIZON WIRELESS%THU APR 20, 2006 8:00PM",1,20,"Mail",2006-04-21,"03:00:00",NA,2006-02-27,2006-02-27,"00:00:00",2006-02-27,2006-03-04,"PST","IRVINE, CALIFORNIA","92618","NULL","T ","N ","Los Angeles"
"2856","Iron Maiden: The Book Of Souls World Tour 2016","Iron Maiden","The Raven Age","CONCERTS","HEAVY METAL","CONCERTS","Iron Maiden: The Book Of Souls World Tour 2016","                                 IRON MAIDEN          THE BOOK OF SOULS TOUR  PEPSI LIVE @ ROGERS ARENA           *****            SUN APR 10/16 SHW 7:50PM ",2,195,"eTicket",2016-04-11,"02:00:00",2015-10-13,2015-10-16,2016-01-16,"20:02:48",2016-01-16,2016-01-16,"PST","VANCOUVER, BRITISH COLUMBIA","V6B","www.ticketmaster.ca","T ","Y ","Vancouver"
"2857","Kanye West Performing 808's & heartbreak","Kanye West","NULL","CONCERTS","RAP/URBAN","CONCERTS","Kanye West Performing 808's & heartbreak"," HEWITT/SILVA/LIVE NATION         KANYE WEST               *** *** ***              HOLLYWOOD BOWL      RAIN OR SHINE/NO GLASS/CAN FRI SEP 25 2015 8:00 PM  ",3,298.5,"Mail",2015-09-26,"03:00:00",2015-08-31,2015-09-04,2015-08-31,"17:29:03",2015-08-31,2015-09-02,"PST","HOLLYWOOD, CALIFORNIA","90068","www.ticketmaster.com","T ","Y ","Los Angeles"
"2858","Parking: Dave Matthews Band","Parking Event","NULL","MISC","PARKING","PARKING","Parking: Dave Matthews Band","*** PARKING RECEIPT ***%DAVE MATTHEWS BAND PARKING%THIS IS NOT A PASS%BLOSSOM MUSIC CENTER%*** RECEIPT ONLY ***%WED JUL 30 2008 7:00PM",1,17.5,"Mail",2008-07-30,"23:00:00",NA,2008-03-29,2008-03-29,"00:00:00",2008-03-29,2008-03-31,"CST","CUYAHOGA FALLS, OHIO","44223","NULL","T ","N ","Cleveland"
"2859","Premier Parking: Sugarland: """"""""""""""""in your hands"""""""""""""""" tour 2012","Parking Event","NULL","MISC","PARKING","PARKING","Premier Parking: Sugarland: """"""""""""""""in your hands"""""""""""""""" tour 2012","   TICKET IS VALID FOR      PREMIER PARKING ONLY!           SUGARLAND              JULY 27TH ONLY!         NOT A CONCERT TICKET      * * PARKING ONLY * *   ",1,21,"Mail",2012-07-27,"23:30:00",2012-04-18,2012-04-20,2012-04-20,"15:30:34",2012-04-20,2012-04-25,"EST","TAMPA, FLORIDA","33610","NULL","T ","N ","Tampa"
"2860","Premier Parking : def leppard / journey","Sleep Train Pavilion Concord Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking : def leppard / journey","THIS TICKET IS VALID%FOR PARKING ONLY-GATE B%GOOD 8/25/06 ONLY%PREMIER PARKING%SLEEP TRAIN PAVILION%FRI AUG 25 2006",1,20,"Mail",2006-08-26,"02:00:00",NA,2006-04-27,2006-04-27,"00:00:00",2006-04-27,2006-05-01,"PST","CONCORD, CALIFORNIA","94521","NULL","T ","N ","N. California"
